,STATE/UT,YEAR,POPULATION,MALES,FEMALES,MALES(per_100k),FEMALES(per_100k),TOTAL IPC CRIMES,TOTAL IPC CRIMES(per_100k),ARSON,ARSON(per_100k),ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY(per_100k),ATTEMPT TO MURDER,ATTEMPT TO MURDER(per_100k),AUTO THEFT,AUTO THEFT(per_100k),BURGLARY,BURGLARY(per_100k),CAUSING DEATH BY NEGLIGENCE,CAUSING DEATH BY NEGLIGENCE(per_100k),CHEATING,CHEATING(per_100k),COUNTERFIETING,COUNTERFIETING(per_100k),CRIMINAL BREACH OF TRUST,CRIMINAL BREACH OF TRUST(per_100k),CRUELTY BY HUSBAND OR HIS RELATIVES,CRUELTY BY HUSBAND OR HIS RELATIVES(per_100k),CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER(per_100k),CUSTODIAL RAPE,CUSTODIAL RAPE(per_100k),DACOITY,DACOITY(per_100k),DOWRY DEATHS,DOWRY DEATHS(per_100k),HURT/GREVIOUS HURT,HURT/GREVIOUS HURT(per_100k),IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES(per_100k),INSULT TO MODESTY OF WOMEN,INSULT TO MODESTY OF WOMEN(per_100k),KIDNAPPING & ABDUCTION,KIDNAPPING & ABDUCTION(per_100k),KIDNAPPING AND ABDUCTION OF OTHERS,KIDNAPPING AND ABDUCTION OF OTHERS(per_100k),KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS(per_100k),MURDER,MURDER(per_100k),OTHER RAPE,OTHER RAPE(per_100k),OTHER THEFT,OTHER THEFT(per_100k),PREPARATION AND ASSEMBLY FOR DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY(per_100k),RAPE,RAPE(per_100k),RIOTS,RIOTS(per_100k),ROBBERY,ROBBERY(per_100k),THEFT,THEFT(per_100k),OTHER IPC CRIMES,OTHER IPC CRIMES(per_100k)
283,Tamil Nadu,2008,66106,33203,32903,50226.90829879285,49773.09170120715,353666,534998.3360058088,1220,1845.5208301818293,3410,5158.381992557408,4654,7040.208150546093,7444,11260.702508093062,7698,11644.933894048952,24656,37297.673433576376,4698,7106.767918191995,1198,1812.240946358878,462,698.8775602819713,3296,4985.931685474843,56,84.71243154932986,0,0.0,200,302.5443983904638,414,626.26690466826,41058,62109.33954557831,0,0.0,1948,2946.7824403231175,2750,4159.985477868877,430,650.4704565394971,2320,3509.5150213293796,3518,5321.755967688258,1146,1733.5794027773577,22594,34178.440686170696,132,199.67930293770613,1146,1733.5794027773577,5622,8504.523038755937,1324,2002.84391734487,30038,45439.14319426376,214168,323976.64357244427
284,Tripura,2008,3491,1788,1703,51217.416213119446,48782.583786880554,10672,305700.3723861358,94,2692.6382125465484,692,19822.400458321397,106,3036.379260956746,86,2463.4775136064163,436,12489.25809223718,390,11171.584073331423,184,5270.69607562303,46,1317.6740189057575,84,2406.1873388713834,1470,42108.278430249215,4,114.58034947006588,0,0.0,26,744.7722715554282,32,916.6427957605271,1848,52936.12145517044,0,0.0,8,229.16069894013177,292,8364.36551131481,72,2062.446290461186,220,6301.919220853623,310,8879.977083930105,408,11687.19564594672,912,26124.319679175023,6,171.87052420509883,408,11687.19564594672,394,11286.16442280149,190,5442.566599828129,998,28587.79719278144,2654,76024.06187338871
285,Uttar Pradesh,2008,190254,100264,89989,52700.07463706413,47299.39974980815,337992,177653.03226213378,456,239.6795862373459,5910,3106.3735847866537,8466,4449.840739222303,24128,12681.99354547079,10836,5695.543851903245,20204,10619.487632323106,18654,9804.787284367214,840,441.5150272793213,8592,4516.067993314201,16624,8737.792635108854,2986,1569.4807993524446,0,0.0,626,329.0338179486371,4474,2351.5931333900994,23366,12281.476342153122,0,0.0,6748,3546.837385810548,10856,5706.056114457515,1978,1039.662766617259,8878,4666.393347840256,9128,4797.796629768624,3742,1966.8443239038338,27764,14593.122877836997,152,79.89319541244862,3742,1966.8443239038338,8762,4605.422225025492,4194,2204.4214576303257,51892,27275.116423307787,120484,63327.97207943066
286,Uttarakhand,2008,9511,4849,4662,50983.07223215225,49016.92776784776,17712,186226.47460834822,30,315.4242456103459,240,2523.3939648827672,434,4563.137419829671,1452,15266.533487540742,846,8894.963726211754,1180,12406.68699400694,926,9736.095047839344,62,651.8767742613816,342,3595.8363999579433,680,7149.6162338345075,80,841.1313216275892,0,0.0,32,336.45252865103566,146,1535.06466197035,1874,19703.501209126276,0,0.0,612,6434.654610451057,494,5193.985911050362,50,525.7070760172431,444,4668.278835033119,446,4689.307118073809,174,1829.4606245400064,1792,18841.341604457994,4,42.05656608137946,174,1829.4606245400064,1018,10703.396067711072,288,3028.072757859321,3244,34107.87509199874,4560,47944.48533277258
287,West Bengal,2008,86995,44820,42174,51520.202310477616,48478.64819817231,210838,242356.45726765905,300,344.8474050232772,4792,5508.362549571814,3464,3981.8380366687743,5186,5961.262141502385,924,1062.1300074716937,7578,8710.845450887982,5876,6754.4111730559225,296,340.2494396229668,1752,2013.9088453359388,27326,31411.000632220243,976,1121.9035576757285,0,0.0,368,423.01281682855335,902,1036.8411977699868,18066,20766.710730501753,10,11.494913500775906,188,216.10437381458703,4664,5361.227656761883,850,977.0676475659521,3814,4384.160009195931,3622,4163.457669981033,4526,5202.597850451175,29482,33889.30398298753,2110,2425.4267486637164,4526,5202.597850451175,10850,12471.981148341858,1226,1409.2763951951263,34668,39850.56612448991,76354,87768.26254382436
288,A&N Islands,2009,465,250,215,53763.44086021505,46236.55913978494,1882,404731.1827956989,24,5161.290322580645,60,12903.225806451612,8,1720.4301075268818,20,4301.075268817204,172,36989.24731182795,4,860.2150537634409,40,8602.150537634408,4,860.2150537634409,14,3010.7526881720432,42,9032.258064516129,8,1720.4301075268818,0,0.0,0,0.0,2,430.10752688172045,178,38279.56989247312,0,0.0,14,3010.7526881720432,32,6881.720430107527,4,860.2150537634409,28,6021.5053763440865,30,6451.612903225806,36,7741.935483870968,248,53333.333333333336,0,0.0,36,7741.935483870968,22,4731.182795698925,22,4731.182795698925,268,57634.408602150535,902,193978.49462365592
289,Andhra Pradesh,2009,83178,41862,41316,50328.21178677054,49671.78821322946,360882,433867.1283272019,2078,2498.2567505830866,10294,12375.868619106013,3718,4469.931953160692,15608,18764.577171848327,15544,18687.63374930871,26876,32311.42850272909,17056,20505.422106807087,922,1108.466180961312,1808,2173.651686744091,22594,27163.43263843805,268,322.200581884633,0,0.0,204,245.25715934501912,1092,1312.8471470821612,88976,106970.59318569815,0,0.0,7040,8463.776479357522,3916,4707.975666642622,864,1038.736204284787,3052,3669.2394623578352,4898,5888.5763062348215,2376,2856.524561783164,33776,40606.8912452812,54,64.92101276779918,2376,2856.524561783164,4522,5436.533698814591,1088,1308.0381831734353,49384,59371.46841712952,96174,115624.32373945032
290,Arunachal Pradesh,2009,1212,639,573,52722.77227722773,47277.22772277227,4724,389768.9768976898,56,4620.4620462046205,116,9570.957095709571,66,5445.544554455446,218,17986.79867986799,402,33168.31683168317,220,18151.81518151815,58,4785.478547854786,16,1320.1320132013202,76,6270.62706270627,26,2145.214521452145,10,825.082508250825,0,0.0,40,3300.3300330033,0,0.0,1052,86798.6798679868,0,0.0,12,990.0990099009902,124,10231.023102310231,68,5610.56105610561,56,4620.4620462046205,118,9735.973597359736,118,9735.973597359736,544,44884.48844884488,0,0.0,118,9735.973597359736,104,8580.85808580858,110,9075.907590759076,762,62871.28712871287,1238,102145.21452145216
291,Assam,2009,29814,15327,14486,51408.7341517408,48587.91171932649,110626,371053.86731065944,952,3193.130743945798,2684,9002.48205541021,834,2797.3435298852887,3426,11491.24572348561,6298,21124.30401824646,5470,18347.08526195747,2196,7365.667136244718,168,563.4936606963172,1604,5380.022808076743,8796,29502.918092171465,70,234.78902529013214,0,0.0,502,1683.7727242235192,340,1140.403837123499,13094,43918.964244985575,2,6.708257865432348,20,67.08257865432347,5436,18233.04487824512,1252,4199.36942376065,4184,14033.67545448447,2646,8875.025155966996,3262,10941.168578520157,11862,39786.67739987925,42,140.8734151740793,3262,10941.168578520157,3616,12128.530220701683,1360,4561.615348493996,15288,51277.92312336487,35946,120567.51861541557
292,Bihar,2009,95026,49303,45724,51883.694988739924,48117.357354829204,245862,258731.29459305876,1370,1441.7106897059753,1452,1528.0028623745081,6136,6457.180140172164,7348,7732.620545955844,7132,7505.314335024099,9032,9504.767116368152,5352,5632.142781975459,138,145.22341253972598,2372,2496.158945972681,5064,5329.067834066465,486,511.4389745964262,0,0.0,1308,1376.4653884200113,2590,2725.569844042683,29492,31035.71654073622,62,65.24530128596383,24,25.256245659082776,6444,6781.301959463726,2472,2601.3933028855263,3972,4179.9086565782,6304,6633.973859785742,1858,1955.2543514406582,23094,24302.822385452404,128,134.69997684844148,1858,1955.2543514406582,17108,18003.493780649507,3238,3407.488476837918,30442,32035.442931408248,108330,114000.37884368488
293,Chandigarh,2009,1297,747,550,57594.448727833456,42405.55127216654,7110,548188.1264456437,8,616.8080185042405,52,4009.2521202775633,36,2775.6360832690825,2234,172243.6391673092,482,37162.6831148805,14,1079.414032382421,386,29760.986892829605,8,616.8080185042405,76,5859.676175790286,102,7864.302235929067,16,1233.616037008481,0,0.0,8,616.8080185042405,4,308.40400925212026,126,9714.726291441788,0,0.0,4,308.40400925212026,80,6168.080185042406,8,616.8080185042405,72,5551.272166538165,44,3392.444101773323,58,4471.858134155745,1228,94680.03084040093,6,462.6060138781804,58,4471.858134155745,132,10177.33230531997,54,4163.454124903624,3462,266923.6700077101,1952,150501.1565150347
294,Chhattisgarh,2009,23600,11848,11753,50203.38983050847,49800.84745762712,102740,435338.9830508474,670,2838.9830508474574,3196,13542.372881355932,1464,6203.389830508475,4362,18483.050847457627,7950,33686.4406779661,5470,23177.966101694918,1364,5779.661016949152,136,576.271186440678,332,1406.7796610169491,1786,7567.796610169492,38,161.01694915254237,0,0.0,268,1135.593220338983,256,1084.7457627118645,19086,80872.8813559322,0,0.0,304,1288.135593220339,572,2423.728813559322,114,483.0508474576271,458,1940.677966101695,2166,9177.966101694916,1952,8271.186440677966,7222,30601.694915254237,32,135.59322033898306,1952,8271.186440677966,1914,8110.169491525424,1108,4694.9152542372885,11584,49084.745762711864,41092,174118.6440677966
295,D&N Haveli,2009,318,179,139,56289.308176100625,43710.691823899375,884,277987.4213836478,10,3144.6540880503144,4,1257.861635220126,10,3144.6540880503144,42,13207.54716981132,86,27044.025157232703,34,10691.82389937107,40,12578.616352201258,2,628.930817610063,34,10691.82389937107,6,1886.7924528301885,2,628.930817610063,0,0.0,18,5660.377358490567,0,0.0,46,14465.408805031446,0,0.0,2,628.930817610063,24,7547.169811320754,6,1886.7924528301885,18,5660.377358490567,20,6289.308176100629,8,2515.723270440252,84,26415.09433962264,0,0.0,8,2515.723270440252,106,33333.33333333333,4,1257.861635220126,126,39622.64150943397,302,94968.5534591195
296,Daman & Diu,2009,248,157,91,63306.45161290323,36693.54838709677,552,222580.6451612903,6,2419.3548387096776,8,3225.806451612903,8,3225.806451612903,54,21774.1935483871,66,26612.90322580645,80,32258.06451612903,8,3225.806451612903,6,2419.3548387096776,16,6451.612903225806,6,2419.3548387096776,2,806.4516129032257,0,0.0,0,0.0,0,0.0,28,11290.322580645161,0,0.0,2,806.4516129032257,0,0.0,0,0.0,0,0.0,10,4032.258064516129,2,806.4516129032257,28,11290.322580645161,0,0.0,2,806.4516129032257,58,23387.096774193546,8,3225.806451612903,82,33064.51612903226,156,62903.22580645161
297,Delhi UT,2009,17437,9639,7798,55279.00441589722,44720.99558410277,100502,576372.0823536159,68,389.97533979468943,1104,6331.364340196134,738,4232.379423065894,26448,151677.4674542639,3466,19877.272466594022,1692,9703.504043126684,4000,22939.72587027585,94,539.0835579514825,666,3819.464357400929,2566,14715.834145781959,168,963.4684865515858,0,0.0,72,412.9150656649653,282,1617.2506738544475,3876,22228.5943682973,0,0.0,236,1353.443826346275,5072,29087.572403509777,1762,10104.949245856513,3310,18982.623157653266,1104,6331.364340196134,938,5379.365716579687,17014,97574.12398921834,138,791.4205425245168,938,5379.365716579687,114,653.7821873028618,1030,5906.979411596031,43462,249251.59144348226,29616,169845.7303435224
298,Goa,2009,1655,864,791,52205.438066465256,47794.561933534744,6010,363141.99395770393,48,2900.3021148036255,74,4471.299093655589,48,2900.3021148036255,672,40604.22960725076,588,35528.70090634441,440,26586.10271903323,264,15951.661631419938,54,3262.8398791540785,104,6283.987915407855,42,2537.7643504531725,22,1329.3051359516617,0,0.0,8,483.3836858006042,6,362.5377643504532,382,23081.57099697885,0,0.0,20,1208.4592145015106,66,3987.9154078549846,22,1329.3051359516617,44,2658.6102719033233,106,6404.833836858006,94,5679.7583081571,1044,63081.57099697885,0,0.0,94,5679.7583081571,100,6042.296072507554,60,3625.377643504532,1716,103685.8006042296,1768,106827.79456193354
299,Gujarat,2009,57434,30121,27313,52444.545043005885,47555.454956994115,230366,401096.91123724624,480,835.7418950447471,1454,2531.6014904063795,936,1629.6966953372569,22260,38757.53038270015,8976,15628.37343733677,10356,18031.13138559042,2028,3531.009506564056,476,828.7773792527075,2512,4373.715917400843,11012,19173.311975484907,60,104.46773688059339,0,0.0,492,856.6354424208656,48,83.5741895044747,18912,32928.23066476303,0,0.0,228,396.97740014625487,2696,4694.083643834662,372,647.6999686596789,2324,4046.383675174983,2040,3551.9030539401747,866,1507.8176689765644,17078,29735.000174112898,22,38.30483685621757,866,1507.8176689765644,3078,5359.19490197444,2840,4944.806212348087,39338,68492.53055681304,121516,211575.02524636974
300,Haryana,2009,24597,13284,11313,54006.586169045004,45993.413830954996,112458,457202.0978168069,306,1244.054152945481,902,3667.113875675895,1380,5610.440297597268,16898,68699.4348904338,8154,33150.384193194295,3098,12595.031914461113,2812,11432.288490466317,70,284.58755132739765,1654,6724.3972842216535,5234,21279.017766394274,156,634.2236858153433,0,0.0,306,1244.054152945481,562,2284.8314835142496,7954,32337.276903687438,0,0.0,1210,4919.299101516445,1832,7448.062771882751,514,2089.6857340326055,1318,5358.377037850144,1896,7708.2571045249415,1206,4903.036955726308,8936,36329.63369516608,594,2414.928649835346,1206,4903.036955726308,2332,9480.830995649876,1358,5520.998495751514,25834,105029.06858559986,43608,177289.91340407368
301,Himachal Pradesh,2009,6662,3400,3262,51035.72500750525,48964.27499249474,26630,399729.8108676073,248,3722.6058240768534,636,9546.68267787451,146,2191.534073851696,654,9816.871810267186,1568,23536.47553287301,1232,18492.94506154308,528,7925.547883518463,4,60.04202942059442,234,3512.4587211047733,568,8525.968177724406,26,390.2731912338637,0,0.0,8,120.08405884118883,2,30.02101471029721,2460,36925.84809366556,0,0.0,74,1110.7775442809968,300,4503.1522065445815,56,840.5884118883218,244,3662.5637946562597,250,3752.6268387871505,366,5493.845691984389,992,14890.423296307414,0,0.0,366,5493.845691984389,1182,17742.41969378565,42,630.4413089162414,1646,24707.295106574602,15110,226808.76613629542
302,India,2009,1160813,600816,559997,51758.20739430037,48241.79260569962,4242690,365492.97776644473,17472,1505.1519926120745,77422,6669.635850046477,58076,5003.045279472232,280054,24125.677434694477,184140,15863.020141917777,197064,16976.37776282657,145436,12528.805242532604,5870,505.68007077798063,32652,2812.8561620174823,179092,15428.152510352658,7860,677.1116450280966,4,0.3445860788947057,9172,790.1358789055602,16766,1444.332549687159,558428,48106.62871625318,96,8.270065893472935,22018,1896.7740712759073,67720,5833.842315687368,16238,1398.8471872730577,51482,4434.99512841431,64738,5576.953393871365,42790,3686.2095789761142,368336,31730.864488940082,5700,491.0351624249556,42794,3686.554165055009,125884,10844.468488895283,44818,3860.91472097573,648390,55856.54192363455,1731082,149126.68965630123
303,Jammu & Kashmir,2009,11414,5990,5424,52479.41124934291,47520.58875065709,43950,385053.4431400035,434,3802.3479936919575,1944,17031.715437182407,1094,9584.720518661294,1752,15349.570702645873,3132,27439.98598212721,1034,9059.050289118626,950,8323.111967758892,74,648.3266164359559,264,2312.9490099877344,392,3434.37883301209,46,403.0138426493779,0,0.0,2,17.522340984755566,24,210.26809181706676,662,5799.894865954092,0,0.0,742,6500.788505344314,1746,15297.003679691607,96,841.072367268267,1650,14455.93131242334,474,4152.794813387069,474,4152.794813387069,3510,30751.708428246016,0,0.0,474,4152.794813387069,2944,25792.885929560187,138,1209.041527948134,5262,46101.27913089189,22118,193779.56895041178
304,Jharkhand,2009,30611,15759,14852,51481.49358073895,48518.50641926105,74872,244591.8134004116,406,1326.3206037045506,552,1803.2733331155466,2548,8323.805168076835,5980,19535.461108751755,2784,9094.769853974061,3356,10963.379177419882,1820,5945.575120054882,30,98.00398549541015,946,3090.3923426219335,1420,4638.855313449414,208,679.4942994348437,0,0.0,824,2691.8428016072653,590,1927.411714743066,8264,26996.83120446898,12,39.20159419816406,166,542.2887197412695,1654,5403.286400313613,620,2025.4157002384763,1034,3377.870700075136,3272,10688.968018032734,1438,4697.65770474666,9452,30877.78903008722,106,346.28074875044916,1438,4697.65770474666,4624,15105.680964359217,1560,5096.207245761328,15432,50413.25013883899,22860,74679.03694750254
305,Karnataka,2009,58181,29525,28656,50746.807376978744,49253.19262302126,268084,460775.8546604561,586,1007.2016637733967,4372,7514.480672384455,3214,5524.140183221327,22186,38132.72374142762,13258,22787.50794933054,834,1433.4576579983154,10158,17459.308021519053,342,587.820766229525,922,1584.7097849813513,6370,10948.59146456747,158,271.5663189013596,0,0.0,546,938.4506969629259,528,907.5127618982142,40210,69111.90938622574,4,6.875096681047077,128,220.00309379350645,1784,3066.2931197469966,968,1663.7733968133925,816,1402.5197229336038,3404,5850.707275571062,1018,1749.712105326481,18966,32598.27091318472,692,1189.3917258211443,1018,1749.712105326481,12538,21549.990546742065,3650,6273.525721455459,41152,70730.99465461234,122216,210061.7039927124
306,Kerala,2009,34063,16601,17462,48736.16534069224,51263.83465930775,236738,695000.4403605084,1006,2953.3511434694537,5080,14913.542553503803,816,2395.5611660746263,4058,11913.219622464258,7108,20867.2166280128,82,240.7304112967149,6788,19927.780876610985,132,387.5172474532484,708,2078.501599976514,8014,23526.994099169187,200,587.1473446261339,0,0.0,224,657.60502598127,40,117.42946892522679,36548,107295.30575697972,0,0.0,790,2319.232011273229,512,1503.097202242903,166,487.33229603969113,346,1015.7649062032117,686,2013.9153920676392,1136,3334.9969174764406,7070,20755.658632533836,532,1561.8119367055162,1136,3334.9969174764406,16172,47476.73428646919,1660,4873.322960396911,11128,32668.87825499809,137376,403299.7680767989
307,Lakshadweep,2009,75,37,37,49333.333333333336,49333.333333333336,268,357333.3333333333,4,5333.333333333334,0,0.0,2,2666.666666666667,10,13333.333333333334,2,2666.666666666667,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,8000.0,0,0.0,28,37333.333333333336,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,2666.666666666667,10,13333.333333333334,0,0.0,2,2666.666666666667,88,117333.33333333333,0,0.0,20,26666.666666666668,116,154666.66666666666
308,Madhya Pradesh,2009,69897,36461,33436,52163.898307509626,47836.10169249038,415524,594480.4498047127,1482,2120.262672217692,12614,18046.554215488504,4424,6329.3131321802075,21410,30630.785298367595,21322,30504.88576047613,13182,18859.178505515258,3660,5236.276235031546,54,77.25653461521954,1150,1645.2780519907863,7966,11396.76953231183,234,334.77831666595137,2,2.86135313389702,234,334.77831666595137,1716,2455.040988883643,74264,106247.76456786413,2,2.86135313389702,1456,2083.0650814770306,2072,2964.361846717313,390,557.9638611099189,1682,2406.397985607394,4772,6827.1885774782895,5994,8575.475342289368,25110,35924.28859607709,312,446.3710888879351,5996,8578.336695423264,4818,6892.999699557921,4540,6495.271613946235,46520,66555.07389444468,202734,290046.78312373924
309,Maharashtra,2009,109553,57171,52382,52185.70007211122,47814.29992788879,399196,364386.1875074165,2210,2017.288435734302,6392,5834.618860277674,3760,3432.1287413398077,36266,33103.61195038018,31682,28919.335846576545,24918,22745.155312953546,15952,14560.98874517357,956,872.6369884895896,3790,3459.5127472547533,15362,14022.436628846313,196,178.90883864430913,0,0.0,1560,1423.9683075771545,682,622.5297344664226,56652,51711.956769782664,0,0.0,2198,2006.3348333683239,2572,2347.7221071079753,720,657.2161419586866,1852,1690.5059651492884,5306,4843.317846156655,2966,2707.365384790923,65594,59874.21613283068,574,523.9473131726196,2966,2707.365384790923,16060,14659.571166467373,6628,6050.039706808577,101860,92977.82808321087,96920,88468.59510921653
310,Manipur,2009,2393,1207,1186,50438.779774341834,49561.22022565817,5704,238361.88884245715,162,6769.745089845382,78,3259.50689511074,956,39949.85374007522,566,23652.31926452152,136,5683.242791475135,0,0.0,192,8023.401587964897,2,83.57709987463436,40,1671.541997492687,50,2089.4274968658588,4,167.1541997492687,0,0.0,2,83.57709987463436,0,0.0,448,18721.270371918094,0,0.0,4,167.1541997492687,318,13288.758880066862,124,5181.780192227329,194,8106.978687839532,262,10948.6000835771,62,2590.8900961136646,222,9277.058086084413,376,15712.494776431256,62,2590.8900961136646,96,4011.7007939824484,6,250.73129962390303,788,32929.37735060593,1722,71959.88299206017
